latitude,longitude,brightness,scan,track,acq_date,acq_time,confidence,bright_t31,frp,type,satellite_Terra,daynight_N
0.33703446205787213,0.5678379863669176,0.002908385845855621,0.07894736842105265,0.10000000000000009,2018-06-19,20:40:00,30,0.1659259259259258,0.0008718208139146907,0,True,True
0.454256255275263,0.5743028895693294,0.11536597188560349,0.5789473684210527,0.7,2018-11-16,09:18:00,79,0.2703703703703706,0.007232883789514471,0,True,False
0.7345620259746035,0.19705919118185294,0.12166747455162397,0.07894736842105265,0.10000000000000009,2018-09-12,18:20:00,73,0.2548148148148148,0.0027984371804669083,0,True,False
0.6511344113469356,0.7118175716536392,0.17062530295685874,0.026315789473684237,0.0,2018-11-08,08:18:00,87,0.268148148148148,0.003089044118438472,0,False,False
0.44193512249726996,0.5315916787070082,0.08773630634997587,0.026315789473684237,0.0,2018-12-05,12:49:00,50,0.26962962962962944,0.0009148736936141816,0,False,False
0.47906784233944183,0.29023820168538506,0.1454192922927775,0.18421052631578944,0.30000000000000004,2018-02-19,18:43:00,59,0.2866666666666666,0.004337577629723708,0,False,False
0.4246301222963076,0.5273064245309899,0.0722249151720793,0.0,0.0,2018-02-20,12:49:00,65,0.18074074074074042,0.0008180047142903271,0,False,False
0.45467528325008366,0.5479686076485355,0.1158507028599125,0.0,0.0,2018-01-23,09:24:00,69,0.30814814814814806,0.0010763219924872724,0,True,False
0.2953086825161861,0.5844193101926043,0.0940378090159959,0.10526315789473684,0.19999999999999996,2018-09-05,08:35:00,58,0.2777777777777777,0.001679062308280145,0,True,False
0.5546408203370525,0.21243610548352626,0.11488124091129404,0.18421052631578944,0.30000000000000004,2018-04-26,17:06:00,45,0.2985185185185184,0.0017866945075288724,0,True,False
0.43748572953198006,0.5415281980479445,0.23170140571982545,0.0,0.0,2018-01-14,12:31:00,94,0.30666666666666664,0.005241688103413017,0,False,False
0.9205993297262722,0.8519491276336254,0.06204556471158518,0.3947368421052631,0.5,2018-07-18,04:13:00,73,0.20888888888888868,0.00371331087408109,0,True,False
0.2601291461321581,0.5502636862927048,0.08725157537566641,0.18421052631578944,0.30000000000000004,2018-06-19,12:50:00,70,0.28962962962962946,0.0019158531466273452,0,False,False
0.312683805765996,0.3215032990347832,0.5855550169655839,0.0,0.0,2018-09-07,17:48:00,87,0.2948148148148144,0.04262235090249599,0,False,False
0.4180282937950509,0.29463409937307644,0.02278235579253507,0.07894736842105265,0.10000000000000009,2018-02-26,03:29:00,27,0.20074074074074044,0.0006780828552669817,0,True,True
0.9248084229753895,0.7739812069320835,0.1769268056228792,0.05263157894736842,0.10000000000000009,2018-06-29,05:34:00,77,0.2666666666666666,0.004294524750024217,0,False,False
0.4528563597757089,0.5826751968215752,0.14784294716432367,0.0,0.0,2018-01-15,08:35:00,74,0.34444444444444455,0.0017866945075288724,0,True,False
0.3400258087026125,0.5568248746884809,0.14251090644692188,0.34210526315789463,0.5,2018-08-08,12:40:00,82,0.22296296296296259,0.00790020342485658,0,False,False
0.2627168576664589,0.5575689734196559,0.13039263208919039,0.026315789473684237,0.0,2018-09-11,12:25:00,56,0.3059259259259255,0.0018405106071532362,0,False,False
0.2180014417982971,0.6238917349015245,0.12021328162869604,0.7368421052631577,0.8,2018-10-03,10:08:00,63,0.32518518518518524,0.00489726506581709,0,False,False
0.3132105837914849,0.545984907436708,0.17983519146873483,0.0,0.0,2018-07-13,09:12:00,87,0.3185185185185184,0.0029706486992648723,0,True,False
0.4669399755253457,0.5846504509638092,0.09888511875908845,0.23684210526315785,0.30000000000000004,2018-11-20,08:53:00,52,0.2992592592592591,0.0021526439849745447,0,True,False
0.4400161454044177,0.5550920227435763,0.06834706737760543,0.3684210526315789,0.5,2018-01-05,12:37:00,50,0.2725925925925923,0.0017113519680547634,0,False,False
0.8048449895798861,0.5748842606930057,0.03005332040717401,0.6052631578947367,0.7,2018-10-21,10:15:00,48,0.15777777777777757,0.004585131687995781,0,False,False
0.39694605570677627,0.28338534235298496,0.09840038778477944,0.05263157894736842,0.10000000000000009,2018-02-05,18:28:00,66,0.202962962962963,0.0014960875695573088,0,False,False
0.2482253310107212,0.5571289331938418,0.2622394571013089,0.13157894736842107,0.19999999999999996,2018-11-12,12:36:00,84,0.44148148148148136,0.007351279208688071,0,False,False
0.25636986658662386,0.5541148124916244,0.26854095976732895,0.026315789473684237,0.0,2018-10-04,12:31:00,96,0.4177777777777778,0.006091982477477963,0,False,False
0.28045456838835864,0.5756562314538389,0.11972855065438681,0.34210526315789463,0.5,2018-08-20,11:25:00,75,0.2948148148148144,0.004585131687995781,0,False,False
0.45700986768122753,0.3127205128003,0.3504604944255938,0.07894736842105265,0.10000000000000009,2018-04-02,17:41:00,100,0.3177777777777777,0.016058724127910103,0,False,False
0.6339499885836257,0.19626582371138318,0.06349975763451288,0.4210526315789474,0.5,2018-02-22,20:58:00,44,0.20814814814814797,0.003207439537612072,0,False,False
0.30779229552931364,0.32023498091751346,0.2985942801745032,0.13157894736842107,0.19999999999999996,2018-07-07,17:36:00,100,0.2674074074074073,0.016284751746332433,0,False,False
0.28155515819161214,0.577292516669726,0.0819195346582644,0.28947368421052627,0.3999999999999999,2018-07-24,08:54:00,75,0.23185185185185153,0.0033796510564100355,0,True,False
0.5106386071852181,0.7197022591546949,0.13427047988366447,0.21052631578947367,0.30000000000000004,2018-03-02,08:32:00,49,0.3311111111111109,0.0030675176785887265,0,False,False
0.8514571484034608,0.13916448101154638,0.16868637905962203,0.6578947368421053,0.8,2018-08-21,22:19:00,77,0.2799999999999998,0.019998062620413523,0,False,False
0.25710444828125845,0.5744048054757559,0.2743577314590402,0.0,0.0,2018-01-24,08:35:00,96,0.3125925925925923,0.007060672270716507,0,True,False
0.49629160242283693,0.4691315863858368,0.23170140571982545,0.05263157894736842,0.10000000000000009,2018-02-22,14:18:00,90,0.3807407407407406,0.004499025928596799,0,False,False
0.8455642468228701,0.14269662731549,0.14396509936984958,0.0,0.0,2018-08-18,10:36:00,61,0.1659259259259258,0.003368887836485163,0,False,True
0.15234659941695258,0.5819099829164166,0.15269025690741644,0.0,0.0,2018-09-18,08:09:00,81,0.3362962962962963,0.002066538225575563,0,True,False
0.2020056902288663,0.34075470699458443,0.1497818710615606,0.13157894736842107,0.19999999999999996,2018-06-16,17:14:00,87,0.19259259259259265,0.005327793862811999,0,False,False
0.4776482781798452,0.4963056891598639,0.11875908870576835,0.0,0.0,2018-01-11,10:38:00,50,0.35407407407407376,0.0006780828552669817,0,True,False
0.2647871979257261,0.5473261432881338,0.1468734852157052,0.34210526315789463,0.5,2018-09-11,09:38:00,80,0.32518518518518524,0.006931513631618035,0,True,False
0.30576214774926397,0.3705285099894481,0.15414444983034414,0.026315789473684237,0.0,2018-10-25,13:19:00,72,0.3429629629629627,0.0014637979097826906,0,True,False
0.30740576360151983,0.31505303568633325,0.03683955404750372,0.07894736842105265,0.10000000000000009,2018-09-01,03:08:00,72,0.14888888888888863,0.0012592967312101088,0,True,True
0.34480101729730384,0.5668959680716047,0.09161415414444973,0.23684210526315785,0.30000000000000004,2018-07-02,12:21:00,58,0.24518518518518473,0.0019050899267024721,0,False,False
0.47602176551023506,0.5531930647633355,0.20601066408143476,0.026315789473684237,0.0,2018-12-09,09:24:00,89,0.27703703703703697,0.004262235090249599,0,True,False
0.4323607608521833,0.5874781950636665,0.20310227823557914,0.34210526315789463,0.5,2018-02-06,10:58:00,86,0.342222222222222,0.007814097665457598,0,False,False
0.2640013066831542,0.8546442684408668,0.24624333494910333,0.18421052631578944,0.30000000000000004,2018-12-02,05:37:00,93,0.2999999999999998,0.01090314178389607,0,False,False
0.6187033564140784,0.19348875602908605,0.0571982549684924,0.026315789473684237,0.10000000000000009,2018-06-02,05:16:00,83,0.2474074074074073,0.0009471633533887999,0,True,True
0.4271263318034537,0.5895080671226043,0.09840038778477944,0.3684210526315789,0.5,2018-11-13,08:48:00,60,0.2429629629629626,0.0035733890150577447,0,True,False
0.4323051755085846,0.5664773245554271,0.07416383906931645,0.026315789473684237,0.0,2018-11-13,08:48:00,66,0.2429629629629626,0.000861057593989818,0,True,False
0.25264992436117484,0.8825222103476741,0.18565196316044585,0.0,0.0,2018-09-13,01:11:00,81,0.3599999999999999,0.0023894348233217447,0,True,False
0.8551146640122529,0.5856746776698308,0.08385845855550178,0.026315789473684237,0.10000000000000009,2018-04-13,11:00:00,77,0.20888888888888868,0.0017113519680547634,0,False,False
0.9138444277403361,0.713038310245533,0.010179350460494563,0.026315789473684237,0.0,2018-08-13,16:08:00,46,0.14074074074074083,0.0009148736936141816,0,True,True
0.5569993492239005,0.7806246037385683,0.09015996122152203,0.026315789473684237,0.0,2018-04-12,06:49:00,51,0.26888888888888873,0.0007857150545157089,0,False,False
0.4477621768246745,0.5582322714183879,0.19728550654386812,0.2631578947368421,0.3999999999999999,2018-01-22,11:42:00,89,0.3051851851851852,0.01047261298690116,0,False,False
0.6739534776328855,0.8166614488725624,0.059137178865729334,0.10526315789473684,0.19999999999999996,2018-02-13,03:00:00,72,0.16148148148148112,0.001980432466176581,0,True,False
0.3084011688315021,0.5470750134855579,0.12166747455162397,0.23684210526315785,0.3999999999999999,2018-06-07,09:36:00,81,0.25851851851851837,0.004563605248146035,0,True,False
0.23937015819588794,0.3536073726304552,0.20019389238972374,0.15789473684210525,0.19999999999999996,2018-08-23,16:51:00,89,0.31703703703703656,0.00718983090981498,0,False,False
0.2795823060734257,0.5832078622772632,0.09936984973339791,0.6052631578947367,0.7,2018-08-15,11:06:00,68,0.2622222222222219,0.007082198710566252,0,False,False
0.3226541060893317,0.5401748561634349,0.11875908870576835,0.07894736842105265,0.10000000000000009,2018-06-03,12:52:00,77,0.27407407407407414,0.0024432509229461085,0,False,False
0.48083802174327617,0.5404963698792888,0.1371788657295201,0.631578947368421,0.7,2018-02-02,13:03:00,61,0.33999999999999986,0.007039145830866763,0,False,False
0.5043968006786543,0.7857294082007957,0.12893843916626269,0.3684210526315789,0.5,2018-12-30,06:10:00,80,0.23407407407407366,0.005456952501910472,0,False,False
0.4615225424223067,0.4946688408726705,0.09743092583616098,0.6578947368421053,0.8,2018-12-16,14:10:00,59,0.30740740740740735,0.004359104069573454,0,False,False
0.6660663449558012,0.26804193079403194,0.002908385845855621,0.15789473684210525,0.30000000000000004,2018-10-22,15:54:00,34,0.1725925925925922,0.0008395311541400725,0,True,False
0.34566985897570757,0.5445240189327096,0.10130877363063484,0.05263157894736842,0.10000000000000009,2018-07-18,12:22:00,68,0.25111111111111084,0.0015499036691816724,0,False,False
0.3345545005742394,0.5859193321523852,0.06883179835191466,0.763157894736842,0.8,2018-08-16,08:58:00,48,0.25259259259259226,0.005446189281985599,0,True,False
0.17247533507272708,0.8560412483516089,0.18662142510906432,0.0,0.0,2018-11-03,01:44:00,81,0.362222222222222,0.0017866945075288724,0,True,False
0.5416235880253778,0.7706866767193665,0.2108579738245273,0.10526315789473684,0.19999999999999996,2018-03-23,07:13:00,90,0.24888888888888872,0.007674175806434253,0,False,False
0.47073431659530374,0.5869463742149379,0.1672321861366941,0.15789473684210525,0.30000000000000004,2018-03-02,08:47:00,68,0.3311111111111109,0.0037886534135551995,0,True,False
0.24593093905879482,0.899764861422521,0.19001454192922917,0.05263157894736842,0.10000000000000009,2018-12-04,00:00:00,66,0.33925925925925915,0.0025185934624202175,0,True,False
0.3112308904002402,0.6058146121508536,0.012603005332040729,0.026315789473684237,0.0,2018-08-03,20:08:00,33,0.18370370370370326,0.0006027403157928726,0,True,True
0.6558985028729072,0.2115751694563096,0.26708676684440147,0.0,0.0,2018-01-23,17:32:00,98,0.2155555555555555,0.008061651723729671,0,True,False
0.31647814683595404,0.5415172181574731,0.21958313136209395,0.9210526315789473,0.8999999999999999,2018-07-22,11:57:00,92,0.2844444444444445,0.04100786791376508,0,False,False
0.10527094434367829,0.3362084692681312,0.03296170625302963,0.0,0.0,2018-08-06,17:42:00,64,0.20000000000000018,0.0007211357349664726,0,False,False
0.3297647542742992,0.5747871308926821,0.09743092583616098,0.026315789473684237,0.0,2018-07-08,11:44:00,59,0.2985185185185184,0.0008825840338395634,0,False,False
0.9010717709404956,0.1510148797223383,0.06543868153174981,0.026315789473684237,0.10000000000000009,2018-08-17,21:07:00,31,0.18666666666666654,0.0014637979097826906,0,False,False
0.33402943286701514,0.5478627502429654,0.12118274357731451,0.07894736842105265,0.10000000000000009,2018-07-11,12:15:00,60,0.30148148148148124,0.0015283772293319267,0,False,False
